a01,e01,e02,e06_sum,e07,Savings diversification,g02_1,g02,Land Acquired,g10,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household,Year
74,1,1,-0.032570873,0.693330638,0.934376058,0.506566213,1.344419819,0.897367245,0.530812163,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,0.152649264,1
76,1,1,-0.138396568,1.056112399,2.362567443,-0.664767431,-0.744329413,0.076849606,-0.479618946,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.324687898,-1.289462508,1
80,1,0,-0.236235418,-1.120578168,-0.493815326,-0.003847331,2.992387368,3.686150411,0.922736956,0.594887101,0.648186894,0.700773149,-3.768203047,-3.554266691,-2.525558312,1
83,1,1,0.003369928,1.056112399,0.934376058,-0.645136141,-0.748300419,0.042661371,-0.670988475,-0.087628598,-0.873162146,-0.590985356,0.32790257,0.324687898,0.35866523,1
106,1,1,0.001373217,0.693330638,0.934376058,-0.121635071,-0.434590934,-0.352945348,-0.594440663,0.253629251,0.394628721,0.377833523,-0.274465904,-0.245746601,-0.053366704,1
116,1,1,0.835332936,0.693330638,0.934376058,-0.560067217,0.617725694,1.595784045,0.870684445,1.277402799,0.648186894,1.023712776,-3.286308268,0.324687898,1.1827291,1
118,1,1,-0.158696465,1.056112399,0.934376058,0.545828793,0.172973006,-0.60203106,0.806384283,-0.770144296,0.394628721,-0.106575916,-0.153992209,-0.131659701,-2.525558312,1
120,1,1,-0.156366969,1.056112399,0.934376058,-0.573154744,-0.660938284,0.042661371,-0.57147632,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
126,1,1,-0.169678377,1.056112399,0.934376058,0.172834281,-0.359141817,-0.699711731,-0.213232563,-0.087628598,-1.380278492,-0.913924982,-0.876834376,-0.816181099,-1.289462508,1
128,1,1,-0.213606024,1.056112399,0.934376058,0.107396647,-0.565634136,-0.856000805,-0.648024131,0.253629251,-0.619603973,-0.26804573,0.629086805,0.609905146,1.1827291,1
129,1,1,-0.103121336,1.056112399,0.934376058,1.069329863,0.157088982,-1.403012565,0.169506493,0.594887101,1.662419587,1.346652402,-1.23825546,-1.158441798,0.193852457,1
134,1,1,-0.216268305,1.056112399,-0.493815326,-0.350666789,-0.271779682,0.189182378,-0.28365655,-0.087628598,0.648186894,0.377833523,-0.876834376,-0.816181099,1.1827291,1
137,1,1,-0.169678377,1.056112399,-0.493815326,0.873016961,0.538305572,-0.641103328,0.837003408,-1.111402145,1.15530324,0.21636371,0.930271042,0.895122396,1.1827291,1
154,1,1,0.256286683,1.056112399,0.934376058,0.336428365,0.824218014,0.511528593,0.067544809,1.277402799,1.662419587,1.669592028,0.930271042,0.895122396,-0.053366704,1
168,0,0,-0.236235418,-1.120578168,-0.493815326,-0.049653674,-0.422677915,-0.445741986,-0.24446407,-1.111402145,-0.366045799,-0.752455169,-0.876834376,-0.816181099,-0.795024186,1
189,0,0,-0.236235418,-1.120578168,-0.493815326,-0.461910767,-0.525924075,0.042661371,-0.534733371,1.618660648,1.408861414,1.669592028,-2.232163441,-2.527484594,-0.877430574,1
195.2,0,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.78801048,0.003589102,-0.684767081,-1.452659995,0.648186894,-0.26804573,0.930271042,0.895122396,-1.289462508,1
201,1,1,-0.189312704,1.056112399,2.362567443,-0.671311195,-0.780068468,0.042661371,-0.706200468,-1.111402145,-0.619603973,-0.913924982,0.930271042,0.895122396,-1.289462508,1
202,0,0,-0.236235418,-1.120578168,-0.493815326,0.041959013,-0.390909866,-0.543422657,-0.219356388,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-2.525558312,1
208,1,1,-0.210278172,1.056112399,0.934376058,-0.612417324,-0.708590357,0.042661371,-0.614343094,-1.111402145,-0.873162146,-1.075394795,0.930271042,0.895122396,-1.289462508,1
209.2,1,1,-0.173671799,1.056112399,-0.493815326,-0.422648186,-0.192359559,0.394311788,-0.473495121,-1.111402145,-0.619603973,-0.913924982,-0.876834376,-0.816181099,-1.90751041,1
212.1,1,1,-0.228248573,1.056112399,-0.493815326,-0.671311195,-0.791981486,0.02800927,-0.706200468,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.895122396,-1.289462508,1
212.2,0,0,-0.236235418,-1.120578168,-0.493815326,-0.671311195,-0.791981486,0.02800927,-0.710793336,-0.087628598,-0.619603973,-0.429515543,0.32790257,0.324687898,-1.289462508,1
214,0,0,-0.236235418,-1.120578168,-0.493815326,-0.44882324,-0.51004005,0.042661371,-0.343363842,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.895122396,-0.053366704,1
216,1,1,-0.136399857,-0.757796407,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.678643256,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
218,1,1,1.361133556,-0.395014646,0.934376058,-0.154353888,0.546247584,0.902251278,0.39486325,-1.111402145,-0.619603973,-0.913924982,-0.876834376,-0.816181099,-1.289462508,1
219,0,0,-0.236235418,-1.120578168,-0.493815326,0.552372556,1.316622776,0.79480254,6.770989738,1.277402799,1.662419587,1.669592028,0.207428875,0.210600998,1.1827291,1
222.1,1,1,-0.226251862,1.056112399,-0.493815326,-0.651679904,-0.271779682,0.638513466,0.40221184,0.253629251,1.662419587,1.185182589,-1.780387086,-1.671832846,-0.980438557,1
222.2,1,1,-0.22292401,-0.757796407,-0.493815326,-0.651679904,-0.597402185,0.238022713,-0.400009223,0.253629251,1.662419587,1.185182589,-0.876834376,-0.816181099,-0.053366704,1
228,0,0,-0.236235418,-1.120578168,-0.493815326,0.166290517,0.176944012,-0.030599133,1.619168943,0.594887101,-1.126720319,-0.429515543,0.930271042,0.895122396,-0.795024186,1
232,1,1,-0.129744153,1.056112399,-0.493815326,-0.167441415,0.11737892,0.394311788,-0.115251365,1.618660648,1.15530324,1.508122215,-0.425058022,-0.388355225,-0.671414606,1
234,0,0,-0.236235418,-1.120578168,-0.493815326,-0.671311195,-0.780068468,0.042661371,-0.651086044,-0.087628598,0.394628721,0.21636371,0.026718333,-0.816181099,-0.671414606,1
238,1,1,-0.209093456,1.056112399,0.934376058,-0.533892164,-0.61328621,0.042661371,-0.494928509,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,1.1827291,1
245,1,1,-0.216268305,1.056112399,-0.493815326,-0.599329797,-0.470329989,0.316167251,-0.326523324,-0.428886447,0.141070547,-0.106575916,0.930271042,0.895122396,-0.259382672,1
248,0,0,-0.236235418,-1.120578168,-0.493815326,0.225184388,1.149840518,1.078076487,0.538466944,1.959918497,1.408861414,1.831061841,-0.876834376,-1.244006973,-0.053366704,1
254,1,1,-0.216268305,1.056112399,-0.493815326,-0.658223668,-0.748300419,0.062197505,-0.684767081,0.253629251,0.394628721,0.377833523,0.930271042,0.895122396,1.1827291,1
270,0,0,-0.236235418,-1.120578168,-0.493815326,0.009240196,-0.478272001,-0.60203106,-0.370921054,0.594887101,1.15530324,1.023712776,-2.081571323,-1.957050096,-1.289462508,1
280.1,1,1,-0.116432745,1.056112399,2.362567443,-0.612417324,-0.764184443,-0.025715099,-0.693952818,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-0.671414606,1
280.2,1,1,-0.202956897,0.693330638,-0.493815326,-0.612417324,-0.748300419,-0.006178965,-0.681705168,0.253629251,0.141070547,0.21636371,-0.876834376,0.895122396,-1.90751041,1
288,1,1,-0.226917432,1.056112399,0.934376058,0.401865999,-0.748300419,-1.52022937,-0.715386205,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
293,1,1,-0.092824962,1.056112399,0.934376058,-0.664767431,-0.073229375,0.902251278,-0.510238071,-0.770144296,0.141070547,-0.26804573,-0.876834376,0.895122396,-1.042243347,1
303,1,0,-0.236235418,-1.120578168,-0.493815326,0.506566213,0.863928075,0.306399183,-0.39694731,-0.087628598,-0.619603973,-0.429515543,-0.153992209,-0.131659701,-0.259382672,1
316.1,1,1,-0.219596157,1.056112399,-0.493815326,2.181769636,0.998942284,-2.028168861,0.23993048,0.253629251,-0.873162146,-0.429515543,0.026718333,0.039470649,-0.465398638,1
316.2,1,1,0.109861193,1.056112399,2.362567443,0.827210618,-0.23206962,-1.52022937,-0.473495121,-0.428886447,-0.619603973,-0.590985356,0.930271042,0.895122396,1.1827291,1
316.3,1,1,-0.202956897,1.056112399,-0.493815326,0.506566213,-0.486214013,-1.354172229,-0.617405007,-0.428886447,-0.619603973,-0.590985356,-2.081571323,-1.957050096,-2.031119991,1
317,1,0,-0.236235418,-1.120578168,-0.493815326,0.061590303,-0.708590357,-0.963449544,-0.651086044,0.253629251,-0.112487626,0.054893897,0.930271042,0.895122396,1.1827291,1
323,1,1,-0.103121336,0.693330638,0.934376058,-0.651679904,-0.756242431,0.042661371,-0.687828993,-0.087628598,0.394628721,0.21636371,0.930271042,0.895122396,1.1827291,1
325,1,1,-0.152420136,1.056112399,2.362567443,-0.573154744,-0.756242431,-0.074555435,-0.669457518,-1.452659995,-1.380278492,-1.559804235,0.930271042,0.895122396,1.1827291,1
326,1,0,-0.236235418,-1.120578168,-0.493815326,-0.141266361,0.800391977,1.195293292,-0.188737264,0.594887101,0.648186894,0.700773149,-2.683939795,-2.527484594,-0.300585865,1
328,0,0,-0.236235418,-1.120578168,-0.493815326,-0.625504851,-0.724474382,0.042661371,-0.57147632,-0.770144296,0.648186894,0.054893897,-0.876834376,0.895122396,-1.90751041,1
329.1,1,1,-0.179661933,1.056112399,0.934376058,-0.108547544,-0.097055411,0.042661371,-0.213232563,-1.111402145,-0.873162146,-1.075394795,-1.479202849,-1.386615597,-2.278339151,1
329.2,1,1,-0.116432745,0.693330638,0.934376058,-0.638592378,-0.676822308,0.120805908,-0.494928509,-1.111402145,-0.873162146,-1.075394795,0.026718333,-0.816181099,-0.053366704,1
334,1,1,0.043304153,0.693330638,0.934376058,4.177617465,5.025542513,-0.055019301,1.834574484,0.253629251,1.15530324,0.862242963,-2.683939795,-2.527484594,-2.525558312,1
341,1,1,-0.202956897,0.693330638,-0.493815326,-0.298316682,0.11737892,0.58967313,-0.530140502,0.594887101,1.408861414,1.185182589,-0.274465904,-0.245746601,0.564681198,1
361,1,1,-0.196301193,0.693330638,-0.493815326,-0.262325984,-0.776097462,-0.562958791,-0.602095444,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,-0.053366704,1
363,1,1,-0.218930587,1.056112399,-0.493815326,-0.50771711,-0.581518161,0.042661371,-0.418380697,-1.793917844,-0.619603973,-1.236864609,-0.425058022,-0.388355225,-0.053366704,1
365,0,0,-0.236235418,-1.120578168,-0.493815326,0.421497289,0.121349926,-0.479930221,0.111330157,0.253629251,1.408861414,1.023712776,0.930271042,0.895122396,1.1827291,1
370,1,0,-0.236235418,-1.120578168,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.602095444,1.618660648,0.648186894,1.185182589,-1.328610731,-1.244006973,-1.289462508,1
373,1,1,0.562449069,-0.757796407,-0.493815326,-0.533892164,-0.295605719,0.433384056,-0.204046826,1.277402799,0.648186894,1.023712776,-2.683939795,-0.4739204,0.299803526,1
379,1,0,-0.236235418,-1.120578168,-0.493815326,-0.373569961,-0.748300419,-0.362713415,-0.510238071,-1.111402145,-0.112487626,-0.590985356,-0.274465904,-0.245746601,-0.053366704,1
380,1,1,-0.222125325,1.056112399,2.362567443,-0.164169533,-0.78801048,-0.724131899,-0.632714569,0.594887101,-0.873162146,-0.26804573,0.930271042,0.895122396,0.564681198,1
381,1,0,-0.236235418,-1.120578168,-0.493815326,-0.173985178,-0.478272001,-0.32852518,0.187877968,0.594887101,1.408861414,1.185182589,-0.876834376,-0.816181099,-1.289462508,1
392,1,1,-0.202956897,1.056112399,-0.493815326,-0.632048614,-0.732416394,0.042661371,-0.448999822,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.895122396,1.1827291,1
397,1,0,-0.236235418,-1.120578168,-0.493815326,-0.455367003,-0.684764321,-0.162468039,-0.127499015,-0.428886447,-1.380278492,-1.075394795,-0.425058022,-0.388355225,-1.289462508,1
404,1,1,-0.22292401,1.056112399,-0.493815326,-0.241058753,-0.041461325,0.3088412,0.383074887,0.253629251,-0.112487626,0.054893897,0.568849959,0.552861697,1.1827291,1
421,1,1,-0.182989785,1.056112399,0.934376058,-0.664767431,-0.144707485,0.814338674,0.255240042,-1.111402145,0.141070547,-0.429515543,0.207428875,-0.131659701,0.255657247,1
424,1,1,1.102559453,1.056112399,2.362567443,-0.249238457,-0.533866087,-0.284568878,-0.39694731,-0.770144296,0.141070547,-0.26804573,0.026718333,0.039470649,-0.671414606,1
435,1,1,-0.234238706,1.056112399,-0.493815326,-0.540435927,-0.649025265,0.008473136,-0.539326239,-0.428886447,-1.126720319,-0.913924982,0.207428875,0.210600998,0.35866523,1
437.1,1,1,-0.036564296,1.056112399,-0.493815326,-0.514260874,-0.589460173,0.042661371,-0.464309384,0.253629251,0.141070547,0.21636371,0.930271042,0.895122396,1.1827291,1
440.1,1,1,-0.089809928,0.693330638,-0.493815326,0.159746754,-0.549750112,-0.914609208,-0.540857195,-1.452659995,-0.112487626,-0.752455169,-0.876834376,-0.816181099,0.152649264,1
444,1,0,-0.236235418,-1.120578168,-0.493815326,-0.373569961,-0.152649497,0.36989162,-0.430628347,-2.476433542,0.648186894,-0.752455169,0.026718333,-1.244006973,-0.053366704,1
446,1,0,-0.236235418,-1.120578168,-0.493815326,-0.102003781,-0.327373768,-0.250380643,-0.437976937,-0.428886447,-1.887394839,-1.398334422,0.478494688,0.467296522,1.1827291,1
447,1,1,-0.186317637,0.693330638,0.934376058,1.890572166,2.492040594,0.242906747,2.721610521,0.594887101,0.394628721,0.539303336,-0.274465904,-0.245746601,0.193852457,1
449,1,1,0.362777948,-0.757796407,-0.493815326,-0.075828728,0.101494896,0.238022713,-0.297435156,-0.087628598,-1.887394839,-1.236864609,-0.274465904,-0.245746601,-0.053366704,1
450,0,0,-0.236235418,-1.120578168,-0.493815326,0.899192015,1.126014481,0.042661371,0.466818192,1.277402799,1.15530324,1.346652402,0.568849959,0.552861697,1.1827291,1
460,1,0,-0.236235418,-1.120578168,-0.493815326,0.172834281,0.141204957,-0.084323502,0.079180076,0.594887101,1.408861414,1.185182589,-0.515413293,-0.4739204,-0.053366704,1
464.2,1,1,-0.179661933,1.056112399,0.934376058,-0.141266361,-0.446503952,-0.338293247,-0.42144261,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,1.1827291,1
467.1,0,0,-0.236235418,-1.120578168,-0.493815326,2.240663506,2.420562483,-0.367597449,3.4148275,1.618660648,1.408861414,1.669592028,-0.425058022,-0.388355225,1.1827291,1
467.2,1,1,0.848644344,1.056112399,0.934376058,2.279926087,0.300045203,-3.034279776,0.181754143,1.618660648,1.408861414,1.669592028,-0.876834376,-0.816181099,0.564681198,1
468,1,1,0.003369928,0.693330638,0.934376058,-0.651679904,-0.756242431,0.042661371,-0.632714569,1.277402799,1.15530324,1.346652402,0.930271042,0.895122396,-0.671414606,1
472,1,1,-0.234238706,1.056112399,-0.493815326,-0.337579263,-0.375025841,0.042661371,-0.341832886,0.594887101,0.648186894,0.700773149,0.930271042,0.895122396,0.976713132,1
487,1,0,-0.236235418,-1.120578168,-0.493815326,-0.187072705,-0.001751264,0.277094982,1.709648456,1.277402799,1.662419587,1.669592028,-0.876834376,-0.816181099,1.1827291,1
489,1,0,-0.236235418,-1.120578168,-0.493815326,-0.003847331,-0.240011633,-0.289452912,0.739022209,1.277402799,1.662419587,1.669592028,-2.683939795,-2.527484594,-1.289462508,1
500,1,1,0.296220907,-0.757796407,-0.493815326,0.630897717,1.745491439,1.20506136,3.89432299,1.277402799,1.662419587,1.669592028,-0.274465904,-1.386615597,-1.289462508,1
502,1,1,-0.170157588,1.056112399,-0.493815326,-0.317947972,-0.549750112,-0.201540307,0.97785138,0.253629251,0.394628721,0.377833523,0.930271042,0.895122396,-1.289462508,1
506,0,0,-0.236235418,-1.120578168,-0.493815326,-0.677854958,-0.795952493,0.032893304,-0.678643256,-0.770144296,-1.887394839,-1.559804235,0.930271042,0.895122396,1.1827291,1
509,1,1,1.574116086,0.693330638,0.934376058,-0.193616468,-0.319431755,-0.103859636,4.4500601,-0.770144296,-0.619603973,-0.752455169,0.930271042,0.895122396,-1.289462508,1
510,1,1,-0.169678377,1.056112399,-0.493815326,-0.674583076,-0.78801048,0.037777337,-0.57147632,-1.452659995,-0.619603973,-1.075394795,0.930271042,0.895122396,1.1827291,1
512,0,0,-0.236235418,-1.120578168,-0.493815326,-0.671311195,-0.772126456,0.052429438,-0.403071135,-2.135175693,-1.887394839,-2.205683488,0.930271042,0.895122396,1.1827291,1
526,0,0,-0.236235418,-1.120578168,-0.493815326,0.297165785,0.347697277,-0.015947032,1.663719769,-0.087628598,-0.619603973,-0.429515543,-1.328610731,-1.244006973,-1.08344654,1
532.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.661495549,-0.786024977,0.02068322,-0.632714569,-1.111402145,0.141070547,-0.429515543,-0.274465904,-0.245746601,-0.465398638,1
551,1,1,-0.163022673,1.056112399,0.934376058,-0.533892164,-0.61328621,0.042661371,0.477228695,1.959918497,1.15530324,1.669592028,0.930271042,0.895122396,1.1827291,1
552,1,1,0.029992745,-0.395014646,-0.493815326,-0.121635071,0.061784834,0.257558848,1.182999515,0.253629251,0.648186894,0.539303336,-0.425058022,-0.388355225,-0.259382672,1
554,1,1,-0.103121336,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.632714569,-1.111402145,-1.887394839,-1.721274048,0.930271042,0.895122396,-0.053366704,1
557,0,0,-0.236235418,-1.120578168,-0.493815326,-0.586242271,-0.525924075,0.228254646,-0.145870489,-0.770144296,-1.887394839,-1.559804235,0.026718333,0.039470649,-0.053366704,1
563,0,0,-0.236235418,-1.120578168,-0.493815326,0.820666854,0.554189596,-0.543422657,-0.507176158,-2.817691391,-1.887394839,-2.528623114,-0.425058022,-0.388355225,-1.08344654,1
569,1,1,-0.232907566,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.632714569,0.253629251,0.394628721,0.377833523,-0.876834376,-0.816181099,-0.053366704,1
573,1,1,-0.143055561,1.056112399,0.934376058,0.01578396,0.60184167,0.716658003,2.802751201,0.253629251,0.394628721,0.377833523,-0.274465904,-0.245746601,1.1827291,1
574,1,1,-0.199396096,1.056112399,-0.493815326,-0.301588564,-0.760213437,-0.484814254,-0.387761573,-0.428886447,-0.366045799,-0.429515543,0.930271042,0.895122396,1.1827291,1
577,1,1,0.276253795,1.056112399,3.790758827,-0.484813938,0.677290787,1.556711776,-0.372452011,0.594887101,1.15530324,1.023712776,-0.274465904,-0.245746601,-1.289462508,1
581.11,1,1,-0.219596157,1.056112399,-0.493815326,6.12765895,2.785895049,-5.720498237,4.35667177,0.594887101,1.408861414,1.185182589,0.930271042,0.895122396,0.688290778,1
585,0,0,-0.236235418,-1.120578168,-0.493815326,-0.540435927,-0.621228222,0.042661371,1.731081843,-0.087628598,0.141070547,0.054893897,0.930271042,0.895122396,-1.289462508,1
586,0,0,-0.236235418,-1.120578168,-0.493815326,-0.645136141,-0.351199805,0.531064727,-0.265285075,-0.087628598,-0.366045799,-0.26804573,0.930271042,0.467296522,-1.289462508,1
587,1,1,-0.103121336,1.056112399,0.934376058,-0.357210553,-0.017635289,0.511528593,0.99009903,1.277402799,0.141070547,0.700773149,-0.274465904,-0.245746601,-0.671414606,1
588,0,0,-0.236235418,-1.120578168,-0.493815326,-0.461910767,-0.525924075,0.042661371,-0.360204361,-0.087628598,-0.619603973,-0.429515543,0.930271042,0.895122396,-0.671414606,1
594,0,0,-0.236235418,-1.120578168,-0.493815326,-0.416104423,-0.446503952,0.071965572,-0.531671458,1.277402799,0.648186894,1.023712776,0.026718333,0.895122396,-1.289462508,1
598,1,1,-0.189645489,1.056112399,2.362567443,-0.278685392,-0.780068468,-0.543422657,-0.632714569,-0.428886447,-0.619603973,-0.590985356,-0.876834376,-0.816181099,-1.289462508,1
600,0,0,-0.236235418,-1.120578168,-0.493815326,-0.612417324,-0.708590357,0.042661371,-0.357142448,-0.087628598,0.141070547,0.054893897,0.930271042,0.895122396,-1.289462508,1
613,0,0,-0.236235418,-1.120578168,-0.493815326,-0.416104423,-0.351199805,0.189182378,0.218497092,1.277402799,1.662419587,1.669592028,0.930271042,0.895122396,1.1827291,1
615,1,1,0.063271265,1.056112399,2.362567443,-0.612417324,-0.780068468,-0.045251233,-0.651086044,-0.087628598,-0.366045799,-0.26804573,-0.274465904,-0.245746601,-1.08344654,1
623,0,0,-0.236235418,-1.120578168,-0.493815326,-0.416104423,-0.506069044,-0.001294931,0.123577806,0.253629251,0.648186894,0.539303336,-0.425058022,0.324687898,-1.08344654,1
631,0,0,-0.236235418,-1.120578168,-0.493815326,0.045230895,0.089581877,0.042661371,-0.176489614,1.277402799,-0.619603973,0.21636371,-0.274465904,-1.386615597,-0.362390655,1
632,0,0,-0.236235418,-1.120578168,-0.493815326,-0.48808582,-0.557692124,0.042661371,0.607359974,-0.770144296,-0.112487626,-0.429515543,0.930271042,0.895122396,0.35866523,1
634,1,1,-0.078175758,1.41889416,2.362567443,-0.324491736,-0.533866087,-0.172236106,-0.551573889,-0.087628598,0.394628721,0.21636371,-0.274465904,-0.245746601,-0.877430574,1
655.1,1,1,-0.12508516,1.056112399,3.790758827,-0.674583076,-0.351199805,0.575021029,-0.525547633,-1.111402145,-0.112487626,-0.590985356,0.930271042,0.895122396,-1.78390083,1
660.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.010391094,-0.728445388,-0.880420973,-0.614343094,-0.770144296,-0.619603973,-0.752455169,-0.274465904,-0.245746601,-0.300585865,1
664,1,1,-0.232907566,0.693330638,-0.493815326,-0.317947972,-0.351199805,0.042661371,0.579802762,1.618660648,0.648186894,1.185182589,0.930271042,0.895122396,-0.053366704,1
666.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.030022384,-0.089113399,-0.064787368,-0.378575835,0.253629251,0.141070547,0.21636371,0.32790257,0.895122396,0.935509939,1
667,0,0,-0.236235418,-1.120578168,-0.493815326,0.473847396,0.609783682,0.042661371,-0.078508415,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,-0.053366704,1
670,0,0,-0.236235418,-1.120578168,-0.493815326,-0.180528942,-0.708590357,-0.60203106,-0.556166758,0.253629251,0.394628721,0.377833523,0.930271042,0.895122396,1.1827291,1
677.1,0,0,-0.236235418,-1.120578168,-0.493815326,-0.226335285,-0.263837669,0.013357169,0.405273752,-1.111402145,-0.366045799,-0.752455169,-0.876834376,-0.816181099,-0.300585865,1
680,0,0,-0.236235418,-1.120578168,-0.493815326,-0.154353888,0.006190748,0.238022713,0.581333718,0.594887101,0.141070547,0.377833523,-2.081571323,-1.957050096,-1.289462508,1
685,1,1,-0.118429456,0.693330638,0.934376058,-0.252510339,4.906412329,6.411441141,1.60248152,0.594887101,0.648186894,0.700773149,-0.876834376,-0.816181099,-0.877430574,1
695,0,0,-0.236235418,-1.120578168,-0.493815326,-0.219791522,-0.041461325,0.277094982,-0.248444556,0.594887101,0.141070547,0.377833523,0.930271042,0.467296522,0.564681198,1
698,0,0,-0.236235418,-1.120578168,-0.493815326,0.539285029,0.689203805,0.042661371,0.163382668,0.594887101,-0.112487626,0.21636371,-0.876834376,0.895122396,-1.289462508,1
707,1,1,-0.229579714,1.056112399,-0.493815326,-0.38992937,0.435059412,1.117148755,-0.249975513,-2.817691391,-1.887394839,-2.528623114,-0.425058022,0.895122396,-1.78390083,1
708,1,1,9.081750262,-0.757796407,5.218950212,1.16094255,1.634303267,0.277094982,1.489804979,-1.111402145,-0.619603973,-0.913924982,-4.491045214,-4.238788089,-2.319542344,1
713,1,1,-0.182989785,1.056112399,-0.493815326,-0.311404209,-0.104997424,0.335703385,-0.400009223,-1.111402145,-0.873162146,-1.075394795,-2.683939795,-0.816181099,-2.113526378,1
715,1,0,-0.236235418,-1.120578168,-0.493815326,-0.658223668,-0.764184443,0.042661371,-0.648024131,-1.111402145,-1.887394839,-1.721274048,0.930271042,0.895122396,1.1827291,1
718,1,0,-0.236235418,-1.120578168,-0.493815326,0.395322235,-0.708590357,-1.461620968,-0.606688313,0.594887101,0.141070547,0.377833523,-0.876834376,-0.816181099,1.1827291,1
724,1,1,-0.196301193,1.056112399,-0.493815326,-0.677854958,-0.78801048,0.042661371,-0.663333693,1.277402799,1.662419587,1.669592028,-0.876834376,-0.816181099,0.35866523,1
748,1,1,-0.226251862,1.056112399,-0.493815326,-0.671311195,-0.748300419,0.081733639,-0.311213762,1.277402799,0.141070547,0.700773149,-0.876834376,-0.816181099,0.441071618,1
751.1,1,0,-0.236235418,-1.120578168,-0.493815326,-0.586242271,-0.676822308,0.042661371,-0.005022516,-0.087628598,-0.619603973,-0.429515543,-1.479202849,-1.386615597,-1.536681669,1
751.2,1,1,-0.186317637,0.693330638,0.934376058,-0.677854958,-0.756242431,0.081733639,-0.516361896,0.253629251,0.648186894,0.539303336,0.930271042,0.895122396,1.1827291,1
752,1,0,-0.236235418,-1.120578168,-0.493815326,-0.50771711,-0.676822308,-0.074555435,0.224620917,1.618660648,1.15530324,1.508122215,0.930271042,0.895122396,1.1827291,1
753.2,1,1,-0.022620596,1.056112399,0.934376058,-0.540435927,-0.676822308,-0.025715099,-0.142808577,1.277402799,1.408861414,1.508122215,0.930271042,0.895122396,1.1827291,1
754,1,1,-0.216268305,1.056112399,-0.493815326,-0.651679904,-0.756242431,0.042661371,-0.400009223,-0.087628598,0.394628721,0.21636371,0.930271042,0.895122396,1.1827291,1
764,1,1,0.036648449,0.693330638,-0.493815326,-0.618961088,-0.529895081,0.272210948,-0.197923001,1.277402799,0.648186894,1.023712776,0.930271042,0.895122396,-1.289462508,1
769,1,0,-0.236235418,-1.120578168,-0.493815326,-0.658223668,-0.764184443,0.042661371,-0.660271781,1.277402799,0.394628721,0.862242963,0.930271042,0.895122396,1.1827291,1
771,1,1,0.076582673,-0.757796407,-0.493815326,1.664812329,2.055229918,0.042661371,1.443262073,0.253629251,-0.873162146,-0.429515543,0.930271042,0.895122396,1.1827291,1
772,1,0,-0.236235418,-1.120578168,-0.493815326,-0.477223173,-0.544508384,0.042661371,-0.162711008,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,1.1827291,1
782,1,1,0.289225762,1.056112399,0.934376058,-0.062741201,1.086304419,1.429726904,1.786196267,1.618660648,1.15530324,1.508122215,-0.876834376,-0.816181099,-0.259382672,1
786,1,1,-0.196301193,0.693330638,-0.493815326,-0.180528942,-0.168533522,0.062197505,1.235052026,0.594887101,0.648186894,0.700773149,-0.876834376,-0.816181099,-0.671414606,1
787,1,1,0.203393802,1.056112399,0.934376058,0.879560725,0.228567092,-1.031826014,0.37771654,-0.428886447,-0.366045799,-0.429515543,0.930271042,0.895122396,1.1827291,1
791,1,1,0.149795418,1.056112399,2.362567443,1.370342978,0.339755264,-1.627678109,0.328725941,-1.111402145,0.648186894,-0.106575916,0.930271042,0.895122396,1.1827291,1
793,1,0,-0.236235418,-1.120578168,-0.493815326,0.002696433,0.085610871,0.101269774,1.424890598,1.277402799,0.394628721,0.862242963,0.930271042,0.895122396,0.441071618,1
798,1,1,0.095218644,1.056112399,2.362567443,0.185921807,-0.247953645,-0.582494926,0.164913625,0.594887101,1.15530324,1.023712776,0.930271042,0.895122396,1.1827291,1
809,1,0,-0.236235418,-1.120578168,-0.493815326,-0.442279477,-0.517982063,0.023125237,0.37771654,0.594887101,0.394628721,0.539303336,0.930271042,0.895122396,1.1827291,1
